Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
20--7141,2020-09-17,17.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32650664,-75.81722131
20--7142,2020-09-17,17.0,Thursday,September,Clear,Daylight,Dry,Stop sign,00 - Unknown,Turning movement,At intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,1.0,0.0,0.0,45.43162539,-75.65618978
20--7143,2020-09-17,17.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39094471,-75.68026591
20--7144,2020-09-17,18.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39094481,-75.6802661
20--7145,2020-09-17,18.0,Thursday,September,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.36128368,-75.70016445
20--7146,2020-09-17,6.0,Thursday,September,Clear,Dawn,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41146393,-75.70575398
20--7147,2020-09-17,18.0,Thursday,September,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.39462049,-75.62708428
20--7148,2020-09-17,19.0,Thursday,September,Clear,Dusk,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45085475,-75.58413723
20--7149,2020-09-17,7.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.46730003,-75.54986783
20--715,2020-01-16,17.0,Thursday,January,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Angle,Intersection related,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.43411095,-75.64290473
20--7150,2020-09-17,19.0,Thursday,September,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34556549,-75.77693506
20--7151,2020-09-17,7.0,Thursday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34783303,-75.73169201
20--7152,2020-09-17,20.0,Thursday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.35389556,-75.64301294
20--7153,2020-09-17,20.0,Thursday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.34747271,-75.6614735
20--7154,2020-09-18,13.0,Friday,September,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41139281,-75.68617242
20--7155,2020-09-18,1.0,Friday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.3857066,-75.74102836
20--7156,2020-09-18,13.0,Friday,September,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.2803025,-75.77402085
20--7157,2020-09-18,10.0,Friday,September,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43573397,-75.6968101
20--7158,2020-09-18,10.0,Friday,September,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46933438,-75.47931814
20--7159,2020-09-18,11.0,Friday,September,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36445176,-75.72742444
20--716,2020-01-16,5.0,Thursday,January,Snow,Dark,Loose snow,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.46697839,-76.18643725
20--7160,2020-09-18,23.0,Friday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.32587888,-75.71904418
20--7161,2020-09-18,11.0,Friday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3544005,-75.75609895
20--7162,2020-09-18,11.0,Friday,September,Clear,Daylight,Dry,Roundabout,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4641387,-75.54014152
20--6803,2020-09-03,10.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35427445,-75.7061288
20--6985,2020-09-11,12.0,Friday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.38508237,-75.62719223
20--6804,2020-09-03,10.0,Thursday,September,Clear,Daylight,Dry,Stop sign,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43442008,-75.69043979
20--6356,2020-08-16,14.0,Sunday,August,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42746933,-75.68869197
20--6805,2020-09-03,10.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Approaching,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.26017133,-75.82590566
20--6715,2020-08-30,13.0,Sunday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34414255,-75.30977162
20--6986,2020-09-11,2.0,Friday,September,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41574538,-75.65713485
20--6535,2020-08-22,21.0,Saturday,August,Clear,Dark,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36652023,-75.62378853
20--6357,2020-08-16,15.0,Sunday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,4,0.0,4.0,0.0,0.0,45.33250853,-75.41763031
20--6806,2020-09-03,11.0,Thursday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.42801382,-75.68754346
20--6536,2020-08-22,9.0,Saturday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,3,2,0,0,2,0.0,2.0,0.0,0.0,45.16024871,-75.75193982
20--6358,2020-08-16,15.0,Sunday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36155517,-75.48467336
20--6807,2020-09-03,23.0,Thursday,September,Rain,Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.35562176,-75.64399504
20--6537,2020-08-23,1.0,Sunday,August,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.25516498,-75.76638489
20--6359,2020-08-16,15.0,Sunday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.4088882,-75.68704213
20--6987,2020-09-11,14.0,Friday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,1,0,0,1,1.0,0.0,0.0,0.0,45.29260543,-75.89451495
20--6716,2020-08-30,13.0,Sunday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.43552172,-75.68591231
20--6538,2020-08-23,22.0,Sunday,August,Rain,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,2,1.0,1.0,0.0,0.0,45.47213878,-75.4405647
20--636,2020-01-15,17.0,Wednesday,January,Clear,Dusk,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.36565254,-75.75967943
20--6360,2020-08-16,16.0,Sunday,August,Rain,Daylight,Wet,Stop sign,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.35825883,-75.70894943
20--6361,2020-08-16,16.0,Sunday,August,Rain,Daylight,Wet,Roundabout,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46413875,-75.5401412
20--6362,2020-08-16,17.0,Sunday,August,Rain,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34222507,-75.8255609
20--6363,2020-08-16,17.0,Sunday,August,Rain,Daylight,Wet,No control,Not Applicable,SMV other,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37313833,-75.65386647
20--6364,2020-08-16,17.0,Sunday,August,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.40420599,-75.5965722
20--6365,2020-08-16,18.0,Sunday,August,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.28079923,-75.75262803
20--6366,2020-08-16,18.0,Sunday,August,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.40884665,-75.7097944
20--6367,2020-08-16,18.0,Sunday,August,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.38735546,-75.735981
20--6368,2020-08-16,19.0,Sunday,August,Rain,Dusk,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46864033,-75.53020496
20--6369,2020-08-16,7.0,Sunday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.179917,-75.6261149
20--637,2020-01-15,17.0,Wednesday,January,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,2,2.0,0.0,0.0,0.0,45.31412702,-75.93878598
20--6370,2020-08-16,7.0,Sunday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.35688829,-75.69056355
20--6371,2020-08-16,19.0,Sunday,August,Rain,Dusk,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.21182537,-75.81010082
20--6372,2020-08-16,20.0,Sunday,August,Rain,Dark,Wet,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45994198,-75.50995636
20--6373,2020-08-16,21.0,Sunday,August,Rain,Dark,Wet,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.33073275,-75.75164873
20--6374,2020-08-17,22.0,Monday,August,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.37129898,-75.70668515
20--6375,2020-08-17,22.0,Monday,August,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3668047,-75.75167619
20--6376,2020-08-17,10.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26870541,-75.75116459
20--6377,2020-08-17,11.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35090344,-75.73351719
20--6378,2020-08-17,11.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33427637,-75.81313808
20--6379,2020-08-17,11.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.24577369,-75.64808462
20--638,2020-01-15,17.0,Wednesday,January,Clear,Dark,Dry,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27195147,-75.74332957
20--6380,2020-08-17,0.0,Monday,August,Rain,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.40032623,-75.66775909
20--6381,2020-08-17,14.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.42547978,-75.68946782
20--6382,2020-08-17,14.0,Monday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36688922,-75.7783521
20--6383,2020-08-17,14.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,3,0,0,0,2,0.0,2.0,0.0,0.0,45.3854227,-75.62636631
20--6384,2020-08-17,2.0,Monday,August,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.28247004,-75.41119324
20--6385,2020-08-17,15.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.38991881,-75.69385938
20--6386,2020-08-17,15.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,4,0,0,0,1,1.0,0.0,0.0,0.0,45.29938549,-75.90411738
20--6387,2020-08-17,16.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.39310159,-75.73135029
20--6388,2020-08-17,16.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39702116,-75.69737824
20--6389,2020-08-17,17.0,Monday,August,Clear,Daylight,Dry,Roundabout,01 - Functioning,Other,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.48892166,-75.47803067
20--639,2020-01-15,17.0,Wednesday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43524481,-75.60904969
20--6390,2020-08-17,17.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,4,0,0,0,0,0.0,0.0,0.0,0.0,45.39455495,-75.73016399
20--6391,2020-08-17,17.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.39954199,-75.72174804
20--6392,2020-08-17,5.0,Monday,August,Rain,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42104141,-75.62933597
20--6393,2020-08-17,5.0,Monday,August,Rain,Dark,Wet,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.42491173,-75.6191521
20--6394,2020-08-17,17.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,4,0,0,0,0,0.0,0.0,0.0,0.0,45.39438796,-75.73030133
20--6395,2020-08-17,17.0,Monday,August,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.49660466,-76.09854579
20--6396,2020-08-17,6.0,Monday,August,Rain,Dawn,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42119442,-75.62726028
20--6397,2020-08-17,18.0,Monday,August,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37513902,-75.70746379
20--6398,2020-08-17,18.0,Monday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.43720754,-75.6586965
20--6399,2020-08-17,18.0,Monday,August,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37672259,-75.57225776
20--64,2020-01-03,10.0,Friday,January,Clear,Daylight,Wet,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.17463103,-75.46908756
20--640,2020-01-15,17.0,Wednesday,January,Snow,Dark,Slush,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.28697968,-75.72482567
20--6400,2020-08-17,7.0,Monday,August,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43319421,-75.66907598
20--6401,2020-08-17,7.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.19696307,-75.99449473
20--6402,2020-08-17,7.0,Monday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41872591,-75.67846769
20--6403,2020-08-17,7.0,Monday,August,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.39385168,-75.60457659
20--6404,2020-08-17,9.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33460798,-75.69319046
20--6405,2020-08-17,9.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34698061,-75.75953959
20--6406,2020-08-17,9.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40941289,-75.69427215
20--6407,2020-08-18,13.0,Tuesday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43611391,-75.68196159
20--6408,2020-08-18,13.0,Tuesday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43708346,-75.65018901
20--6409,2020-08-18,13.0,Tuesday,August,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4604086,-75.48955041
20--641,2020-01-15,18.0,Wednesday,January,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39939308,-75.64781786
20--6410,2020-08-18,11.0,Tuesday,August,Clear,Daylight,Dry,Stop sign,00 - Unknown,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.34802855,-75.76859974
20--6411,2020-08-18,12.0,Tuesday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33591474,-75.70502441
20--6412,2020-08-18,14.0,Tuesday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.43615112,-75.66409906
20--6413,2020-08-18,14.0,Tuesday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34098858,-75.78802158
20--6414,2020-08-18,15.0,Tuesday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.20965903,-75.8128186
20--6415,2020-08-18,15.0,Tuesday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42001415,-75.70605309
20--6416,2020-08-18,16.0,Tuesday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29570846,-75.70122605
20--6417,2020-08-18,16.0,Tuesday,August,Clear,Daylight,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,5,0,0,0,0,0.0,0.0,0.0,0.0,45.47998633,-75.51790581
20--6418,2020-08-18,16.0,Tuesday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.42205464,-75.68017662
20--6419,2020-08-18,17.0,Tuesday,August,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42081217,-75.69832679
20--642,2020-01-15,6.0,Wednesday,January,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.24276488,-75.52108293
20--6420,2020-08-18,17.0,Tuesday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.34919011,-75.7901425
20--6421,2020-08-18,18.0,Tuesday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.34014815,-75.83617688
20--6422,2020-08-18,19.0,Tuesday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31550565,-75.80096487
